0.162464577,0.894389994,1
0.621057692,0.949603567,0
0.959547161,0.48448305,0
0.724719817,0.605735813,1
0.344541775,0.458923353,1
0.06477922,0.901475689,0
0.236627651,0.162879743,0
0.561865333,0.688814958,0
0.58047465,0.08720089,0
0.163040549,0.879659799,0
0.119467176,0.782733236,0
0.393196974,0.349633795,1
0.927444436,0.186547036,1
0.371595119,0.007437425,0
0.271068062,0.436149847,1
0.560256159,0.732279333,0
0.136089269,0.112305661,1
0.830877409,0.851812923,0
0.100193688,0.439452821,0
0.784507964,0.091370626,1
0.171414921,0.248460511,0
0.044127951,0.88075221,0
0.906893523,0.626012224,1
0.869242108,0.287232361,0
0.582001805,0.948478657,1
0.254292408,0.068667777,0
0.39395292,0.402570504,0
0.858707639,0.368221167,1
0.170075546,0.381830321,1
0.182667356,0.686607235,0
0.906924811,0.51187295,0
0.876025485,0.582094977,0
0.23473283,0.857042867,1
0.128240418,0.11216414,0
0.573311079,0.408729454,0
0.249975161,0.893134493,0
0.549406325,0.701392858,0
0.59415811,0.106093767,1
0.950115089,0.736906407,0
0.826785966,0.832778226,0
0.978457542,0.632260466,1
0.422509656,0.758930752,0
0.053955998,0.090063592,1
0.139158869,0.890604335,1
0.803981122,0.065641365,0
0.33017572,0.24124485,1
0.310300648,0.472090649,1
0.749511454,0.347943754,1
0.512191952,0.358273664,0
0.660877041,0.754182645,1
0.766599215,0.964203496,0
0.898424151,0.435569224,0
0.609417181,0.646179494,0
0.347871736,0.093070035,0
0.364581554,0.854005087,1
0.115136535,0.74803185,1
0.141285072,0.936004484,0
0.240229455,0.627112455,0
0.624808796,0.253051883,1
0.219083762,0.654522146,1
0.735729452,0.092454625,0
0.326161304,0.624925699,1
0.934367663,0.132710648,1
0.625652207,0.78608465,0
0.226114457,0.009231631,0
0.696846123,0.209827061,0
0.512774809,0.817454855,1
0.764278547,0.198874884,1
0.799665143,0.849775018,0
0.446872613,0.716468962,0
0.29397874,0.022722997,0
0.30047558,0.036956694,1
0.449182761,0.25866591,1
0.430254605,0.834284294,1
0.049953388,0.652531041,1
0.935880013,0.844396776,0
0.111859168,0.37078845,1
0.858295103,0.147007291,0
0.17243689,0.848597157,1
0.632118873,0.249732826,1
0.366649176,0.650140058,1
0.887460982,0.207958949,1
0.798959733,0.108769319,0
0.452815574,0.985947364,1
0.220002105,0.951078544,1
0.743649564,0.252931107,1
0.972034545,0.772942717,1
0.82641465,0.640209393,1
0.008432869,0.260038668,0
0.003433995,0.851961143,1
0.941777567,0.241606714,1
0.909863558,0.479095379,0
0.867500193,0.836613949,0
0.431372494,0.998391957,1
0.153428795,0.422832434,1
0.223314043,0.699282889,0
0.65277968,0.315574923,0
0.592603083,0.017196393,1
0.315787228,0.259962424,0
0.234858203,0.731606865,1
0.659447343,0.182791012,0
0.387594011,0.944437559,0
0.497916071,0.683691556,0
0.59374527,0.542989726,0
0.625423335,0.117646439,0
0.767585828,0.021273845,1
0.775652753,0.957410829,0
0.869464351,0.43291736,0
0.785450021,0.87979023,0
0.134094882,0.480569533,1
0.235233584,0.555374865,1
0.521201419,0.458271588,0
0.597564647,0.452612083,1
0.7234567,0.631195714,1
0.090105951,0.03252737,1
0.921569348,0.4831999,0
0.261433951,0.931365756,1
0.72884895,0.00602065,1
0.921615444,0.060542874,1
0.182459708,0.581301563,0
0.536482356,0.93654287,1
0.629033664,0.317789714,0
0.122405648,0.910991409,0
0.612156869,0.367587406,0
0.220238869,0.154433063,1
0.739296607,0.338484057,1
0.130110924,0.064391572,0
0.76487304,0.972127789,0
0.623543245,0.151082609,0
0.098012356,0.932596422,1
0.691894808,0.851800347,0
0.916389426,0.898610307,0
0.007469009,0.725676715,0
0.833186424,0.014624377,1
0.35562822,0.085372858,1
0.011216593,0.846649722,1
0.0707875,0.294312764,1
0.477422779,0.949876821,1
0.898004154,0.235961215,1
0.741083371,0.441797411,1
0.447959624,0.503976741,0
0.705318169,0.276964126,1
0.682647646,0.486745733,1
0.652816554,0.866706816,1
0.977847407,0.621127307,1
0.168463847,0.53990509,1
0.894790991,0.428484817,1
0.980301823,0.876621765,0
0.145586894,0.951896146,0
0.0961371,0.172496797,0
0.320316337,0.848269327,1
0.907524765,0.217143867,0
0.382647933,0.319587681,1
